Date,District,Cases
5/6/2020,Chattogram,7
5/6/2020,Chuadanga,5
5/6/2020,Cox s Bazar,1
5/6/2020,Cumilla,18
5/6/2020,Dhaka,485
5/6/2020,Dinajpur,8
5/6/2020,Faridpur,6
5/6/2020,Feni,1
5/6/2020,Gaibandha,0
5/6/2020,Gazipur,3
5/6/2020,Gopalganj,1
5/6/2020,Habiganj,1
5/6/2020,Jamalpur,5
5/6/2020,Jashore,1
5/6/2020,Jhalakhati,0
5/6/2020,Jhenaidah,6
5/6/2020,Joypurhat,0
5/6/2020,Khagrachhari,0
5/6/2020,Khulna,0
5/6/2020,Kishoreganj,0
5/6/2020,Kurigram,0
5/6/2020,Kushtia,2
5/6/2020,Lakshmipur,0
5/6/2020,Lalmonirhat,0
5/6/2020,Madaripur,5
5/6/2020,Magura,0
5/6/2020,Manikganj,4
5/6/2020,Meherpur,1
5/6/2020,Moulvibazar,8
5/6/2020,Munshiganj,9
5/6/2020,Mymensing,29
5/6/2020,Naogaon,0
5/6/2020,Narail,0
5/6/2020,Narayanganj,17
5/6/2020,Narsingdi,1
5/6/2020,Natore,1
5/6/2020,Netrokona,10
5/6/2020,Nilphamari,6
5/6/2020,Noakhali,1
5/6/2020,Pabna,1
5/6/2020,Panchagarh,0
5/6/2020,Patuakhali,0
5/6/2020,Pirojpur,0
5/6/2020,Rajbari,1
5/6/2020,Rajshahi,1
5/6/2020,Rangamati,0
5/6/2020,Rangpur,7
5/6/2020,Satkhira,1
5/6/2020,Shariatpur,10
5/6/2020,Sherpur,1
5/6/2020,Sirajganj,0
5/6/2020,Sunamganj,0
5/6/2020,Sylhet,4
5/6/2020,Tangail,0
5/6/2020,Thakurgaon,1
5/5/2020,Bagerhat,0
5/5/2020,Bandarban,0
5/5/2020,Barguna,0
5/5/2020,Barishal,0
5/5/2020,Bhola,0
5/5/2020,Bogura,0
5/5/2020,Brahmmanbaria,1
5/5/2020,Chandpur,12
5/5/2020,Chapai Nawabganj,0
5/5/2020,Chattogram,23
5/5/2020,Chuadanga,1
5/5/2020,Cox s Bazar,2
5/5/2020,Cumilla,7
5/5/2020,Dhaka,462
5/5/2020,Dinajpur,0
5/5/2020,Faridpur,1
5/5/2020,Feni,0
5/5/2020,Gaibandha,1
5/5/2020,Gazipur,0
5/5/2020,Gopalganj,0
5/5/2020,Habiganj,0
5/5/2020,Jamalpur,1
5/5/2020,Jashore,11
5/5/2020,Jhalakhati,0
5/5/2020,Jhenaidah,8
5/5/2020,Joypurhat,1
5/5/2020,Khagrachhari,0
5/5/2020,Khulna,1
5/5/2020,Kishoreganj,0
5/5/2020,Kurigram,0
5/5/2020,Kushtia,0
5/5/2020,Lakshmipur,2
5/5/2020,Lalmonirhat,1
5/5/2020,Madaripur,1
5/5/2020,Magura,0
5/5/2020,Manikganj,2
5/5/2020,Meherpur,1
5/5/2020,Moulvibazar,2
5/5/2020,Munshiganj,34
5/5/2020,Mymensing,3
5/5/2020,Naogaon,1
5/5/2020,Narail,0
5/5/2020,Narayanganj,34
5/5/2020,Narsingdi,12
5/5/2020,Natore,1
5/5/2020,Netrokona,1
5/5/2020,Nilphamari,2
5/5/2020,Noakhali,4
5/5/2020,Pabna,4
5/5/2020,Panchagarh,0
5/5/2020,Patuakhali,0
5/5/2020,Pirojpur,0
5/5/2020,Rajbari,3
5/5/2020,Rajshahi,4
5/5/2020,Rangamati,0
5/5/2020,Rangpur,13
5/5/2020,Satkhira,1
5/5/2020,Shariatpur,4
5/5/2020,Sherpur,0
5/5/2020,Sirajganj,0
5/5/2020,Sunamganj,2
5/5/2020,Sylhet,6
5/5/2020,Tangail,0
5/5/2020,Thakurgaon,0
5/4/2020,Bagerhat,0
5/4/2020,Bandarban,0
5/4/2020,Barguna,0
5/4/2020,Barishal,0
5/4/2020,Bhola,0
5/4/2020,Bogura,0
5/4/2020,Brahmmanbaria,11
5/4/2020,Chandpur,0
5/4/2020,Chapai Nawabganj,0
5/4/2020,Chattogram,2
5/4/2020,Chuadanga,0
5/4/2020,Cox s Bazar,0
5/4/2020,Cumilla,0
5/4/2020,Dhaka,286
5/4/2020,Dinajpur,0
5/4/2020,Faridpur,1
5/4/2020,Feni,0
5/4/2020,Gaibandha,0
5/4/2020,Gazipur,1
5/4/2020,Gopalganj,1
5/4/2020,Habiganj,2
5/4/2020,Jamalpur,0
5/4/2020,Jashore,0
5/4/2020,Jhalakhati,0
5/4/2020,Jhenaidah,0
5/4/2020,Joypurhat,0
5/4/2020,Khagrachhari,0
5/4/2020,Khulna,0
5/4/2020,Kishoreganj,1
5/4/2020,Kurigram,3
5/4/2020,Kushtia,0
5/4/2020,Lakshmipur,1
5/4/2020,Lalmonirhat,0
5/4/2020,Madaripur,1
5/4/2020,Magura,0
5/4/2020,Manikganj,0
5/4/2020,Meherpur,0
5/4/2020,Moulvibazar,2
5/4/2020,Munshiganj,1
5/4/2020,Mymensing,16
5/4/2020,Naogaon,0
5/4/2020,Narail,0
5/4/2020,Narayanganj,14
5/4/2020,Narsingdi,2
5/4/2020,Natore,0
5/4/2020,Netrokona,10
5/4/2020,Nilphamari,7
5/4/2020,Noakhali,2
5/4/2020,Pabna,1
5/4/2020,Panchagarh,0
5/4/2020,Patuakhali,0
5/4/2020,Pirojpur,0
5/4/2020,Rajbari,0
5/4/2020,Rajshahi,0
5/4/2020,Rangamati,0
5/4/2020,Rangpur,12
5/4/2020,Satkhira,0
5/4/2020,Shariatpur,1
5/4/2020,Sherpur,0
5/4/2020,Sirajganj,1
5/4/2020,Sunamganj,0
5/4/2020,Sylhet,0
5/4/2020,Tangail,1
5/4/2020,Thakurgaon,2
5/3/2020,Bagerhat,0
5/3/2020,Bandarban,0
5/3/2020,Barguna,3
5/3/2020,Barishal,1
5/3/2020,Bhola,0
5/3/2020,Bogura,0
5/3/2020,Brahmmanbaria,1
5/3/2020,Chandpur,0
5/3/2020,Chapai Nawabganj,0
5/3/2020,Chattogram,2
5/3/2020,Chuadanga,0
5/3/2020,Cox s Bazar,0
5/3/2020,Cumilla,1
5/3/2020,Dhaka,191
5/3/2020,Dinajpur,0
5/3/2020,Faridpur,0
5/3/2020,Feni,0
5/3/2020,Gaibandha,1
5/3/2020,Gazipur,2
5/3/2020,Gopalganj,1
5/3/2020,Habiganj,0
5/3/2020,Jamalpur,7
5/3/2020,Jashore,0
5/3/2020,Jhalakhati,2
5/3/2020,Jhenaidah,0
5/3/2020,Joypurhat,0
5/3/2020,Khagrachhari,0
5/3/2020,Khulna,3
5/3/2020,Kishoreganj,0
5/3/2020,Kurigram,4
5/3/2020,Kushtia,0
5/3/2020,Lakshmipur,1
5/3/2020,Lalmonirhat,0
5/3/2020,Madaripur,0
5/3/2020,Magura,0
5/3/2020,Manikganj,0
5/3/2020,Meherpur,0
5/3/2020,Moulvibazar,0
5/3/2020,Munshiganj,4
5/3/2020,Mymensing,5
5/3/2020,Naogaon,0
5/3/2020,Narail,0
5/3/2020,Narayanganj,20
5/3/2020,Narsingdi,0
5/3/2020,Natore,0
5/3/2020,Netrokona,9
5/3/2020,Nilphamari,0
5/3/2020,Noakhali,6
5/3/2020,Pabna,0
5/3/2020,Panchagarh,0
5/3/2020,Patuakhali,0
5/3/2020,Pirojpur,1
5/3/2020,Rajbari,0
5/3/2020,Rajshahi,1
5/3/2020,Rangamati,0
5/3/2020,Rangpur,5
5/3/2020,Satkhira,0
5/3/2020,Shariatpur,0
5/3/2020,Sherpur,0
5/3/2020,Sirajganj,0
5/3/2020,Sunamganj,0
5/3/2020,Sylhet,0
5/3/2020,Tangail,0
5/3/2020,Thakurgaon,0
5/2/2020,Bagerhat,0
5/2/2020,Bandarban,0
5/2/2020,Barguna,0
5/2/2020,Barishal,0
5/2/2020,Bhola,0
5/2/2020,Bogura,0
5/2/2020,Brahmmanbaria,0
5/2/2020,Chandpur,0
5/2/2020,Chapai Nawabganj,0
5/2/2020,Chattogram,3
5/2/2020,Chuadanga,0
5/2/2020,Cox s Bazar,0
5/2/2020,Cumilla,5
5/2/2020,Dhaka,336
5/2/2020,Dinajpur,0
5/2/2020,Faridpur,0
5/2/2020,Feni,0
5/2/2020,Gaibandha,3
5/2/2020,Gazipur,0
5/2/2020,Gopalganj,2
5/2/2020,Habiganj,12
5/2/2020,Jamalpur,0
5/2/2020,Jashore,0
5/2/2020,Jhalakhati,0
5/2/2020,Jhenaidah,0
5/2/2020,Joypurhat,0
5/2/2020,Khagrachhari,0
5/2/2020,Khulna,0
5/2/2020,Kishoreganj,0
5/2/2020,Kurigram,7
5/2/2020,Kushtia,0
5/2/2020,Lakshmipur,0
5/2/2020,Lalmonirhat,0
5/2/2020,Madaripur,7
5/2/2020,Magura,0
5/2/2020,Manikganj,0
5/2/2020,Meherpur,0
5/2/2020,Moulvibazar,5
5/2/2020,Munshiganj,10
5/2/2020,Mymensing,0
5/2/2020,Naogaon,1
5/2/2020,Narail,0
5/2/2020,Narayanganj,21
5/2/2020,Narsingdi,1
5/2/2020,Natore,0
5/2/2020,Netrokona,0
5/2/2020,Nilphamari,1
5/2/2020,Noakhali,0
5/2/2020,Pabna,0
5/2/2020,Panchagarh,0
5/2/2020,Patuakhali,0
5/2/2020,Pirojpur,0
5/2/2020,Rajbari,0
5/2/2020,Rajshahi,0
5/2/2020,Rangamati,0
5/2/2020,Rangpur,7
5/2/2020,Satkhira,0
5/2/2020,Shariatpur,9
5/2/2020,Sherpur,0
5/2/2020,Sirajganj,0
5/2/2020,Sunamganj,4
5/2/2020,Sylhet,0
5/2/2020,Tangail,0
5/2/2020,Thakurgaon,0
5/1/2020,Bagerhat,0
5/1/2020,Bandarban,3
5/1/2020,Barguna,3
5/1/2020,Barishal,0
5/1/2020,Bhola,0
5/1/2020,Bogura,0
5/1/2020,Brahmmanbaria,3
5/1/2020,Chandpur,1
5/1/2020,Chapai Nawabganj,0
5/1/2020,Chattogram,1
5/1/2020,Chuadanga,0
5/1/2020,Cox s Bazar,14
5/1/2020,Cumilla,6
5/1/2020,Dhaka,232
5/1/2020,Dinajpur,1
5/1/2020,Faridpur,1
5/1/2020,Feni,0
5/1/2020,Gaibandha,0
5/1/2020,Gazipur,0
5/1/2020,Gopalganj,2
5/1/2020,Habiganj,2
5/1/2020,Jamalpur,5
5/1/2020,Jashore,0
5/1/2020,Jhalakhati,0
5/1/2020,Jhenaidah,0
5/1/2020,Joypurhat,1
5/1/2020,Khagrachhari,1
5/1/2020,Khulna,2
5/1/2020,Kishoreganj,1
5/1/2020,Kurigram,1
5/1/2020,Kushtia,1
5/1/2020,Lakshmipur,6
5/1/2020,Lalmonirhat,0
5/1/2020,Madaripur,0
5/1/2020,Magura,1
5/1/2020,Manikganj,1
5/1/2020,Meherpur,0
5/1/2020,Moulvibazar,0
5/1/2020,Munshiganj,2
5/1/2020,Mymensing,2
5/1/2020,Naogaon,0
5/1/2020,Narail,0
5/1/2020,Narayanganj,43
5/1/2020,Narsingdi,6
5/1/2020,Natore,0
5/1/2020,Netrokona,3
5/1/2020,Nilphamari,2
5/1/2020,Noakhali,3
5/1/2020,Pabna,0
5/1/2020,Panchagarh,0
5/1/2020,Patuakhali,1
5/1/2020,Pirojpur,0
5/1/2020,Rajbari,2
5/1/2020,Rajshahi,1
5/1/2020,Rangamati,0
5/1/2020,Rangpur,7
5/1/2020,Satkhira,1
5/1/2020,Shariatpur,0
5/1/2020,Sherpur,1
5/1/2020,Sirajganj,0
5/1/2020,Sunamganj,1
5/1/2020,Sylhet,0
5/1/2020,Tangail,0
5/1/2020,Thakurgaon,1
4/30/2020,Bagerhat,1
4/30/2020,Bandarban,0
4/30/2020,Barguna,0
4/30/2020,Barishal,0
4/30/2020,Bhola,0
4/30/2020,Bogura,1
4/30/2020,Brahmmanbaria,3
4/30/2020,Chandpur,1
4/30/2020,Chapai Nawabganj,0
4/30/2020,Chattogram,4
4/30/2020,Chuadanga,1
4/30/2020,Cox s Bazar,3
4/30/2020,Cumilla,12
4/30/2020,Dhaka,332
4/30/2020,Dinajpur,2
4/30/2020,Faridpur,0
4/30/2020,Feni,2
4/30/2020,Gaibandha,1
4/30/2020,Gazipur,2
4/30/2020,Gopalganj,1
4/30/2020,Habiganj,1
4/30/2020,Jamalpur,3
4/30/2020,Jashore,1
4/30/2020,Jhalakhati,2
4/30/2020,Jhenaidah,0
4/30/2020,Joypurhat,4
4/30/2020,Khagrachhari,1
4/30/2020,Khulna,0
4/30/2020,Kishoreganj,3
4/30/2020,Kurigram,0
4/30/2020,Kushtia,2
4/30/2020,Lakshmipur,0
4/30/2020,Lalmonirhat,0
4/30/2020,Madaripur,1
4/30/2020,Magura,1
4/30/2020,Manikganj,0
4/30/2020,Meherpur,0
4/30/2020,Moulvibazar,0
4/30/2020,Munshiganj,1
4/30/2020,Mymensing,18
4/30/2020,Naogaon,0
4/30/2020,Narail,0
4/30/2020,Narayanganj,60
4/30/2020,Narsingdi,3
4/30/2020,Natore,9
4/30/2020,Netrokona,0
4/30/2020,Nilphamari,0
4/30/2020,Noakhali,0
4/30/2020,Pabna,2
4/30/2020,Panchagarh,0
4/30/2020,Patuakhali,4
4/30/2020,Pirojpur,1
4/30/2020,Rajbari,3
4/30/2020,Rajshahi,0
4/30/2020,Rangamati,0
4/30/2020,Rangpur,3
4/30/2020,Satkhira,0
4/30/2020,Shariatpur,0
4/30/2020,Sherpur,0
4/30/2020,Sirajganj,0
4/30/2020,Sunamganj,0
4/30/2020,Sylhet,2
4/30/2020,Tangail,1
4/30/2020,Thakurgaon,0
4/29/2020,Bagerhat,0
4/29/2020,Bandarban,0
4/29/2020,Barguna,0
4/29/2020,Barishal,0
4/29/2020,Bhola,1
4/29/2020,Bogura,1
4/29/2020,Brahmmanbaria,2
4/29/2020,Chandpur,2
4/29/2020,Chapai Nawabganj,0
4/29/2020,Chattogram,3
4/29/2020,Chuadanga,0
4/29/2020,Cox s Bazar,1
4/29/2020,Cumilla,34
4/29/2020,Dhaka,423
4/29/2020,Dinajpur,2
4/29/2020,Faridpur,3
4/29/2020,Feni,0
4/29/2020,Gaibandha,1
4/29/2020,Gazipur,2
4/29/2020,Gopalganj,2
4/29/2020,Habiganj,4
4/29/2020,Jamalpur,6
4/29/2020,Jashore,26
4/29/2020,Jhalakhati,0
4/29/2020,Jhenaidah,0
4/29/2020,Joypurhat,7
4/29/2020,Khagrachhari,0
4/29/2020,Khulna,3
4/29/2020,Kishoreganj,3
4/29/2020,Kurigram,1
4/29/2020,Kushtia,3
4/29/2020,Lakshmipur,1
4/29/2020,Lalmonirhat,1
4/29/2020,Madaripur,0
4/29/2020,Magura,2
4/29/2020,Manikganj,6
4/29/2020,Meherpur,0
4/29/2020,Moulvibazar,0
4/29/2020,Munshiganj,27
4/29/2020,Mymensing,8
4/29/2020,Naogaon,13
4/29/2020,Narail,0
4/29/2020,Narayanganj,14
4/29/2020,Narsingdi,0
4/29/2020,Natore,0
4/29/2020,Netrokona,2
4/29/2020,Nilphamari,2
4/29/2020,Noakhali,0
4/29/2020,Pabna,0
4/29/2020,Panchagarh,1
4/29/2020,Patuakhali,0
4/29/2020,Pirojpur,0
4/29/2020,Rajbari,0
4/29/2020,Rajshahi,9
4/29/2020,Rangamati,0
4/29/2020,Rangpur,0
4/29/2020,Satkhira,1
4/29/2020,Shariatpur,16
4/29/2020,Sherpur,2
4/29/2020,Sirajganj,0
4/29/2020,Sunamganj,2
4/29/2020,Sylhet,0
4/29/2020,Tangail,1
4/29/2020,Thakurgaon,1
4/28/2020,Bagerhat,0
4/28/2020,Bandarban,0
4/28/2020,Barguna,0
4/28/2020,Barishal,2
4/28/2020,Bhola,2
4/28/2020,Bogura,0
4/28/2020,Brahmmanbaria,0
4/28/2020,Chandpur,0
4/28/2020,Chapai Nawabganj,0
4/28/2020,Chattogram,11
4/28/2020,Chuadanga,0
4/28/2020,Cox s Bazar,6
4/28/2020,Cumilla,5
4/28/2020,Dhaka,293
4/28/2020,Dinajpur,2
4/28/2020,Faridpur,0
4/28/2020,Feni,0
4/28/2020,Gaibandha,2
4/28/2020,Gazipur,3
4/28/2020,Gopalganj,0
4/28/2020,Habiganj,0
4/28/2020,Jamalpur,7
4/28/2020,Jashore,10
4/28/2020,Jhalakhati,1
4/28/2020,Jhenaidah,8
4/28/2020,Joypurhat,11
4/28/2020,Khagrachhari,0
4/28/2020,Khulna,0
4/28/2020,Kishoreganj,3
4/28/2020,Kurigram,0
4/28/2020,Kushtia,0
4/28/2020,Lakshmipur,3
4/28/2020,Lalmonirhat,0
4/28/2020,Madaripur,2
4/28/2020,Magura,0
4/28/2020,Manikganj,0
4/28/2020,Meherpur,0
4/28/2020,Moulvibazar,0
4/28/2020,Munshiganj,4
4/28/2020,Mymensing,9
4/28/2020,Naogaon,0
4/28/2020,Narail,0
4/28/2020,Narayanganj,150
4/28/2020,Narsingdi,0
4/28/2020,Natore,0
4/28/2020,Netrokona,2
4/28/2020,Nilphamari,1
4/28/2020,Noakhali,1
4/28/2020,Pabna,2
4/28/2020,Panchagarh,3
4/28/2020,Patuakhali,3
4/28/2020,Pirojpur,1
4/28/2020,Rajbari,0
4/28/2020,Rajshahi,0
4/28/2020,Rangamati,0
4/28/2020,Rangpur,7
4/28/2020,Satkhira,0
4/28/2020,Shariatpur,2
4/28/2020,Sherpur,0
4/28/2020,Sirajganj,1
4/28/2020,Sunamganj,11
4/28/2020,Sylhet,2
4/28/2020,Tangail,3
4/28/2020,Thakurgaon,7
4/27/2020,Bagerhat,0
4/27/2020,Bandarban,0
4/27/2020,Barguna,0
4/27/2020,Barishal,0
4/27/2020,Bhola,0
4/27/2020,Bogura,5
4/27/2020,Brahmmanbaria,4
4/27/2020,Chandpur,0
4/27/2020,Chapai Nawabganj,0
4/27/2020,Chattogram,8
4/27/2020,Chuadanga,0
4/27/2020,Cox s Bazar,0
4/27/2020,Cumilla,1
4/27/2020,Dhaka,238
4/27/2020,Dinajpur,0
4/27/2020,Faridpur,0
4/27/2020,Feni,0
4/27/2020,Gaibandha,1
4/27/2020,Gazipur,7
4/27/2020,Gopalganj,1
4/27/2020,Habiganj,1
4/27/2020,Jamalpur,0
4/27/2020,Jashore,4
4/27/2020,Jhalakhati,0
4/27/2020,Jhenaidah,4
4/27/2020,Joypurhat,4
4/27/2020,Khagrachhari,0
4/27/2020,Khulna,1
4/27/2020,Kishoreganj,8
4/27/2020,Kurigram,3
4/27/2020,Kushtia,6
4/27/2020,Lakshmipur,3
4/27/2020,Lalmonirhat,0
4/27/2020,Madaripur,6
4/27/2020,Magura,0
4/27/2020,Manikganj,3
4/27/2020,Meherpur,0
4/27/2020,Moulvibazar,6
4/27/2020,Munshiganj,6
4/27/2020,Mymensing,16
4/27/2020,Naogaon,0
4/27/2020,Narail,3
4/27/2020,Narayanganj,74
4/27/2020,Narsingdi,0
4/27/2020,Natore,0
4/27/2020,Netrokona,0
4/27/2020,Nilphamari,0
4/27/2020,Noakhali,0
4/27/2020,Pabna,2
4/27/2020,Panchagarh,0
4/27/2020,Patuakhali,0
4/27/2020,Pirojpur,0
4/27/2020,Rajbari,0
4/27/2020,Rajshahi,0
4/27/2020,Rangamati,0
4/27/2020,Rangpur,1
4/27/2020,Satkhira,0
4/27/2020,Shariatpur,0
4/27/2020,Sherpur,4
4/27/2020,Sirajganj,0
4/27/2020,Sunamganj,1
4/27/2020,Sylhet,2
4/27/2020,Tangail,1
4/27/2020,Thakurgaon,0
4/26/2020,Bagerhat,0
4/26/2020,Bandarban,0
4/26/2020,Barguna,7
4/26/2020,Barishal,0
4/26/2020,Bhola,0
4/26/2020,Bogura,1
4/26/2020,Brahmmanbaria,2
4/26/2020,Chandpur,1
4/26/2020,Chapai Nawabganj,1
4/26/2020,Chattogram,2
4/26/2020,Chuadanga,0
4/26/2020,Cox s Bazar,7
4/26/2020,Cumilla,2
4/26/2020,Dhaka,265
4/26/2020,Dinajpur,1
4/26/2020,Faridpur,0
4/26/2020,Feni,1
4/26/2020,Gaibandha,0
4/26/2020,Gazipur,6
4/26/2020,Gopalganj,3
4/26/2020,Habiganj,6
4/26/2020,Jamalpur,8
4/26/2020,Jashore,15
4/26/2020,Jhalakhati,0
4/26/2020,Jhenaidah,7
4/26/2020,Joypurhat,2
4/26/2020,Khagrachhari,0
4/26/2020,Khulna,0
4/26/2020,Kishoreganj,2
4/26/2020,Kurigram,0
4/26/2020,Kushtia,0
4/26/2020,Lakshmipur,0
4/26/2020,Lalmonirhat,0
4/26/2020,Madaripur,1
4/26/2020,Magura,2
4/26/2020,Manikganj,0
4/26/2020,Meherpur,0
4/26/2020,Moulvibazar,2
4/26/2020,Munshiganj,9
4/26/2020,Mymensing,5
4/26/2020,Naogaon,0
4/26/2020,Narail,3
4/26/2020,Narayanganj,31
4/26/2020,Narsingdi,1
4/26/2020,Natore,0
4/26/2020,Netrokona,0
4/26/2020,Nilphamari,0
4/26/2020,Noakhali,0
4/26/2020,Pabna,0
4/26/2020,Panchagarh,1
4/26/2020,Patuakhali,1
4/26/2020,Pirojpur,0
4/26/2020,Rajbari,2
4/26/2020,Rajshahi,0
4/26/2020,Rangamati,0
4/26/2020,Rangpur,2
4/26/2020,Satkhira,0
4/26/2020,Shariatpur,8
4/26/2020,Sherpur,0
4/26/2020,Sirajganj,0
4/26/2020,Sunamganj,1
4/26/2020,Sylhet,1
4/26/2020,Tangail,1
4/26/2020,Thakurgaon,0
4/25/2020,Bagerhat,0
4/25/2020,Bandarban,0
4/25/2020,Barguna,0
4/25/2020,Barishal,3
4/25/2020,Bhola,0
4/25/2020,Bogura,1
4/25/2020,Brahmmanbaria,4
4/25/2020,Chandpur,0
4/25/2020,Chapai Nawabganj,0
4/25/2020,Chattogram,1
4/25/2020,Chuadanga,0
4/25/2020,Cox s Bazar,0
4/25/2020,Cumilla,7
4/25/2020,Dhaka,175
4/25/2020,Dinajpur,0
4/25/2020,Faridpur,1
4/25/2020,Feni,0
4/25/2020,Gaibandha,2
4/25/2020,Gazipur,8
4/25/2020,Gopalganj,3
4/25/2020,Habiganj,20
4/25/2020,Jamalpur,7
4/25/2020,Jashore,0
4/25/2020,Jhalakhati,0
4/25/2020,Jhenaidah,0
4/25/2020,Joypurhat,0
4/25/2020,Khagrachhari,0
4/25/2020,Khulna,0
4/25/2020,Kishoreganj,1
4/25/2020,Kurigram,0
4/25/2020,Kushtia,0
4/25/2020,Lakshmipur,1
4/25/2020,Lalmonirhat,0
4/25/2020,Madaripur,1
4/25/2020,Magura,0
4/25/2020,Manikganj,0
4/25/2020,Meherpur,0
4/25/2020,Moulvibazar,0
4/25/2020,Munshiganj,0
4/25/2020,Mymensing,19
4/25/2020,Naogaon,0
4/25/2020,Narail,0
4/25/2020,Narayanganj,28
4/25/2020,Narsingdi,0
4/25/2020,Natore,0
4/25/2020,Netrokona,3
4/25/2020,Nilphamari,0
4/25/2020,Noakhali,1
4/25/2020,Pabna,0
4/25/2020,Panchagarh,0
4/25/2020,Patuakhali,3
4/25/2020,Pirojpur,2
4/25/2020,Rajbari,1
4/25/2020,Rajshahi,1
4/25/2020,Rangamati,0
4/25/2020,Rangpur,3
4/25/2020,Satkhira,0
4/25/2020,Shariatpur,3
4/25/2020,Sherpur,0
4/25/2020,Sirajganj,0
4/25/2020,Sunamganj,0
4/25/2020,Sylhet,0
4/25/2020,Tangail,1
4/25/2020,Thakurgaon,0
